62240;18300
39260;83600
45489;29800
39565;36990
39564;62600
39251;51900
89524;83700
36187;4950
36188;4950
84412;8250
87058;4550
87056;2050
84415;2700
87059;5450
70438;4990
42124;5650
49629;7450
62258;12800
40802;7100
38165;18700
68715;24100
66267;26700
63625;31900
50995;39100
73570;41100
19719;19200
71471;20100
26591;25600
23588;34500
21954;36100
19718;14100
86113;11899
92083;11799
83325;11790
80461;20690
86118;14099
83324;11899
78328;13899
93033;10950
54155;5690
88932;7199
59797;7850
74712;9599
85465;11899
79949;9290
76324;17899
91496;17399
91835;19599
54154;8190
91836;8190
82961;15699
79954;15499
61489;26899
72885;29990
84285;5664
44144;5664
67221;6950
85458;7499
92781;8290
85466;13399
90069;7200
93017;11499
79951;5200
63130;4499
57550;3999
93030;7899
57549;3999
44087;6599
71366;7499
73825;7989
82962;8250
70179;11199
67530;11899
70181;14799
79950;12499
86103;12499
46292;7899
93029;22890
78336;16399
44096;21999
44097;25761
70106;32178
44098;9579
75080;3799
93036;6489
59809;13900
93018;6550
72888;29499
46291;45799
75413;14973
85295;5699
93032;5690
85468;5499
70103;5990
44089;6090
85437;7199
93016;2390
59781;3399
85464;4148
93025;11699
59125;9289
93027;10910
70102;7150
93482;9497
80554;11599
93028;11599
92780;5478
72883;5699
78330;13699
80505;12090
73224;11600
63816;24000
63822;33891
88161;14220
90344;6190
67920;7290
67923;8790
72674;10590
63878;40990
2043;18935
1418;6490
10736;3550
60164;5385
22550;4450
1595;8790
12908;3840
10841;4191
32274;5390
95989;4550
33944;11890
12187;12291
29293;29790
32221;43890
29489;58590
2034;15801
63877;35990
11014;8190
98173;9290
11015;12990
80431;11990
21849;13011
37655;15120
70537;8690
60669;8790
60670;11340
87194;15050
63155;29990
2122;18498
95990;25101
95481;20544
35458;34401
21020;3804
35453;6300
25521;9190
54013;15990
2824;14990
41546;9756
42017;17289
32368;17959
2033;48351
57570;6090
46078;25830
1131;23590
28593;25300
79727;24490
37443;25390
40245;15390
2041;8391
1574;9990
24175;4650
22159;5385
70920;19420
1559;7450
4033;9490
13888;4599
33037;5991
89493;6190
76470;9790
14440;6827
33945;4410
64821;4590
29497;12390
5502;8090
5256;8990
31612;31239
27791;6890
38138;9790
73090;10590
32304;16580
63168;8826
93284;13990
93328;15990
93344;27990
93928;26990
93375;31990
93539;45990
68585;49990
17987;17990
93388;28990
93929;27990
70011;43990
73043;104990
73214;124990
73248;144990
93651;28990
93678;51990
93507;9590
57209;16250
57206;5260
57207;5590
57208;6540
50132;2380
50841;2760
87012;12870
61569;10670
50133;1050
60020;5010
55401;2550
51628;1740
93495;4420
49418;2320
74057;5870
60019;3130
93493;5400
93494;10800
59235;25730
56433;4370
48620;11730
64016;3150
57210;3420
62072;3560
55404;1230
50134;360
59249;330
78322;360
54265;3010
67514;2790
61573;860
50136;2120
87192;8130
87191;8690
93502;12890
91552;11770
59206;6200
57794;6780
93485;7600
93486;8270
93487;9070
93488;9430
63066;28790
74073;52210
23774;47910
56563;10500
56432;2781
82426;9160
82427;10380
3807;68440
9818;45700
31915;36350
6362;53070
68012;61330
9707;33470
9217;95080
8877;137090
60605;10872
37666;6138
83103;3321
37499;2037
16870;1591
24298;7310
15595;8259
13869;9207
87971;4176
88001;5171
24883;5776
24299;6613
19874;2818
33821;1172
33822;1423
33823;1647
18390;1758
33824;2093
33825;2316
18113;2009
19872;2270
33826;2604
19873;2554
33827;3562
63548;1451
63032;1888
82167;2335
68620;4911
68621;5664
38692;9245
71290;57990
87507;5190
69368;8640
84288;18990
84289;24990
85591;42990
76215;9291
59292;22490
84322;74000
86555;79900
83570;56900
83572;59800
60290;49569
67677;39950
84317;26900
70016;33900
67077;36500
83499;48500
67079;50964
69722;44547
67078;46900
37263;8826
77081;11523
54142;7952
28122;5441
61502;8789
11149;10686
38420;7766
28139;6687
3330;1972
34646;2186
34647;2409
34648;2837
20894;6830
21016;9670
21095;8620
21522;17150
40135;25030
40099;9590
41457;12770
69726;4470
87090;7050
72350;5470
21015;6790
87091;8430
93916;8130
49763;8860
18097;10750
33157;11390
93192;14670
21097;12520
79961;35490
71296;37990
70209;40990
70797;21990
1821;23241
5333;26961
91556;8933
43519;5301
71227;3490
74302;3618
63211;3990
58590;4446
58592;4176
58591;4478
59073;6227
78947;1665
78949;2930
79213;3204
77960;4232
78948;5255
78024;921
78021;1349
79470;1805
77958;1182
78950;828
79475;1386
10978;9133
12181;18396
79846;9291
39417;15690
82431;3497
10977;2558
84500;5990
10980;4890
12182;8640
12183;8873
10981;10454
11978;12044
78968;875
81395;1851
78971;875
77970;3023
79910;15990
89283;4199
92543;3879
92779;5990
74655;6990
95376;8999
95375;5348
80594;1571
67404;990
67504;449
65617;2250
82966;720
80706;1250
75067;1099
92653;13811
58617;35
86110;80
89464;90
73377;3390
96161;7890
95370;9399
94763;8599
46287;9497
